id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
31041,BIFM,small_airport,Fagurhólsmýri Airport,63.874699,-16.6411,56,EU,IS,IS-7,Fagurhólsmýri,no,BIFM,FAG,BIFM,,,https://en.wikipedia.org/wiki/Fagurh%C3%B3lsm%C3%BDri_Airport,
31044,OAFR,small_airport,Farah Airport,32.366667,62.165347,3083,AS,AF,AF-FRA,Farah,no,OAFR,FAH,OAFR,,,https://en.wikipedia.org/wiki/Farah_Airport,
5360,PAFA,medium_airport,Fairbanks International Airport,64.815102,-147.856003,439,NA,US,US-AK,Fairbanks,yes,PAFA,FAI,PAFA,FAI,,https://en.wikipedia.org/wiki/Fairbanks_International_Airport,
9906,2Z6,seaplane_base,False Island Seaplane Base,57.5321998596,-135.212997437,,NA,US,US-AK,False Island,no,,FAK,2Z6,2Z6,,,
19844,KFAM,small_airport,Farmington Regional Airport,37.761101,-90.428597,946,NA,US,US-MO,Farmington,no,KFAM,FAM,KFAM,FAM,http://farmington-mo.gov/airport.cfm,https://en.wikipedia.org/wiki/Farmington_Regional_Airport,
4448,LPFR,large_airport,Faro - Gago Coutinho International Airport,37.015909,-7.970939,24,EU,PT,PT-08,Faro,yes,LPFR,FAO,LPFR,,http://faroairport.pt,https://en.wikipedia.org/wiki/Faro_Airport_(Portugal),
307757,AYFR,small_airport,Frieda River Airport,-4.610468,141.960138,217,OC,PG,PG-ESW,Frieda River,no,AYFR,FAQ,AYFR,FRR,,https://en.wikipedia.org/wiki/Frieda_River_Airport,
3523,KFAR,medium_airport,Hector International Airport,46.9207,-96.815804,902,NA,US,US-ND,Fargo,yes,KFAR,FAR,KFAR,FAR,http://www.fargoairport.com/,https://en.wikipedia.org/wiki/Hector_International_Airport,"119th Wing, Happy Hooligans"
3524,KFAT,large_airport,Fresno Yosemite International Airport,36.775767,-119.718018,336,NA,US,US-CA,Fresno,yes,KFAT,FAT,KFAT,FAT,https://flyfresno.com/,https://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport,
32114,OOFD,small_airport,Fahud Airport,22.354759,56.484146,552,AS,OM,OM-ZA,Fahud,no,OOFD,FAU,OOFD,,,https://en.wikipedia.org/wiki/Fahud_Airport,
4987,NTGF,medium_airport,Fakarava Airport,-16.0541000366211,-145.656997680664,13,OC,PF,PF-U-A,,yes,NTGF,FAV,NTGF,,,https://en.wikipedia.org/wiki/Fakarava_Airport,
3525,KFAY,medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,189,NA,US,US-NC,Fayetteville,yes,KFAY,FAY,KFAY,FAY,,https://en.wikipedia.org/wiki/Fayetteville_Regional_Airport,
5193,OISF,medium_airport,Fasa Airport,28.8918,53.723301,4261,AS,IR,IR-07,Fasa,no,OISF,FAZ,OISF,,,https://en.wikipedia.org/wiki/Fasa_Airport,
569,SWOB,small_airport,Fonte Boa Airport,-2.53260993958,-66.0831985474,207,SA,BR,BR-AM,Fonte Boa,no,SWOB,FBA,SWOB,SWOB,,https://en.wikipedia.org/wiki/Fonte_Boa_Airport,
31065,OAFZ,small_airport,Fayzabad Airport,37.122148,70.5201,3872,AS,AF,AF-BDS,Fayzabad,yes,OAFZ,FBD,OAFZ,,,https://en.wikipedia.org/wiki/Fayzabad_Airport,
451,SSFB,small_airport,Paulo Abdala Airport,-26.05938,-53.063827,2113,SA,BR,BR-PR,Francisco Beltrão,yes,SSFB,FBE,SSFB,PR0021,,https://en.wikipedia.org/wiki/Francisco_Beltr%C3%A3o_Airport,
3526,KFBG,medium_airport,Simmons Army Air Field,35.13180161,-78.93669891,244,NA,US,US-NC,Fort Bragg,no,KFBG,FBG,KFBG,FBG,,https://en.wikipedia.org/wiki/Simmons_Army_Airfield,
5361,PAFB,medium_airport,Ladd Army Airfield,64.837502,-147.613998,454,NA,US,US-AK,Fairbanks,no,PAFB,FBK,PAFB,FBK,,https://en.wikipedia.org/wiki/Ladd_Army_Airfield,Fort Wainwright
19845,KFBL,small_airport,Faribault Municipal Airport-Liz Wall Strohfus Field,44.32844,-93.312534,1060,NA,US,US-MN,Faribault,no,KFBL,FBL,KFBL,FBL,http://www.faribault.org/departments/publicworks/airport,,Faribault Municipal
3059,FZQA,large_airport,Lubumbashi International Airport,-11.591494,27.530753,4295,AF,CD,CD-HK,Lubumbashi,yes,FZQA,FBM,FZQA,,http://lubumbashiairport.com/,https://en.wikipedia.org/wiki/Lubumbashi_International_Airport,Luano Airport
19846,KFBR,small_airport,Fort Bridger Airport,41.3918991089,-110.406997681,7034,NA,US,US-WY,Fort Bridger,no,KFBR,FBR,KFBR,FBR,,,
25579,W33,seaplane_base,Friday Harbor Seaplane Base,48.5373,-123.010002,,NA,US,US-WA,Friday Harbor,yes,,FBS,W33,W33,,https://en.wikipedia.org/wiki/Friday_Harbor_Seaplane_Base,
19847,KFBY,small_airport,Fairbury Municipal Airport,40.1829986572,-97.1692962646,1479,NA,US,US-NE,Fairbury,no,KFBY,FBY,KFBY,FBY,http://www.fairbury.com/pages/fairbury_airport.html,,
3527,KGPI,medium_airport,Glacier Park International Airport,48.310501,-114.255997,2977,NA,US,US-MT,Kalispell,yes,KGPI,FCA,KGPI,GPI,http://www.iflyglacier.com/,https://en.wikipedia.org/wiki/Glacier_Park_International_Airport,Formerly KFCA
2781,FAFB,medium_airport,Ficksburg Sentraoes Airport,-28.8230991363525,27.908899307251,5315,AF,ZA,ZA-FS,Ficksburg,no,FAFB,FCB,FAFB,,,,
19848,KFCH,small_airport,Fresno Chandler Executive Airport,36.732399,-119.82,279,NA,US,US-CA,Fresno,no,KFCH,FCH,KFCH,FCH,https://flyfresno.com/chandler-executive/,https://en.wikipedia.org/wiki/Fresno_Chandler_Executive_Airport,
19850,KFCM,small_airport,Flying Cloud Airport,44.8272018433,-93.4570999146,906,NA,US,US-MN,Minneapolis,no,KFCM,FCM,KFCM,FCM,http://www.metroairports.org/General-Aviation/Airports/Flying-Cloud.aspx,https://en.wikipedia.org/wiki/Flying_Cloud_Airport,
2734,ETMN,medium_airport,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,53.767689,8.659201,74,EU,DE,DE-NI,Wurster Nordseeküste,yes,ETMN,FCN,ETMN,,,https://en.wikipedia.org/wiki/Nordholz_Naval_Airbase,"Cuxhaven, Fliegerhorst Nordholz, Flughafen Cuxhaven/Nordholz"
4372,LIRF,large_airport,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,13,EU,IT,IT-62,Rome,yes,LIRF,FCO,LIRF,RM11,http://www.adr.it/portal/portal/adr/Fiumicino/Leonardo_da_vinci/Header_Window?action=2,https://en.wikipedia.org/wiki/Rome_Fiumicino_Airport,"ROM, Rome Fiumicino Airport, Fiumicino Airport"
19851,KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,5838,NA,US,US-CO,Fort Carson,no,KFCS,FCS,KFCS,FCS,,,
19853,KFCY,small_airport,Forrest City Municipal Airport,34.9420013428,-90.7750015259,249,NA,US,US-AR,Forrest City,no,KFCY,FCY,KFCY,FCY,http://www.fly.arkansas.gov/Airports/ForrestCity/FORREST_CITY-2.pdf,https://en.wikipedia.org/wiki/Forrest_City_Municipal_Airport,
31104,SKFU,small_airport,Fundación Airport,10.5333,-74.2,150,SA,CO,CO-MAG,Fundación,no,,FDA,SKFU,FDA,,,
29254,ENBL,small_airport,"Førde Airport, Bringeland",61.391102,5.75694,1046,EU,NO,NO-46,Førde,yes,ENBL,FDE,ENBL,,https://avinor.no/en/airport/forde-airport/,https://en.wikipedia.org/wiki/F%C3%B8rde_Airport%2C_Bringeland,bringeland
6363,TFFF,large_airport,Martinique Aimé Césaire International Airport,14.591,-61.003201,16,NA,MQ,MQ-U-A,Fort-de-France,yes,TFFF,FDF,TFFF,,http://www.martinique.aeroport.fr/,https://en.wikipedia.org/wiki/Martinique_Aim%C3%A9_C%C3%A9saire_International_Airport,Le Lamentin Airport
2256,EDNY,large_airport,Bodensee Airport Friedrichshafen,47.671299,9.51149,1367,EU,DE,DE-BW,Friedrichshafen,yes,EDNY,FDH,EDNY,,https://www.bodensee-airport.eu,https://en.wikipedia.org/wiki/Friedrichshafen_Airport,Bodensee Airport Friedrichshafen
19854,KFDK,small_airport,Frederick Municipal Airport,39.4175987244,-77.3742980957,303,NA,US,US-MD,Frederick,no,KFDK,FDK,KFDK,FDK,https://www.cityoffrederick.com/index.aspx?NID=152,https://en.wikipedia.org/wiki/Frederick_Municipal_Airport_(Maryland),
19855,KFDR,small_airport,Frederick Regional Airport,34.35200119,-98.98390198,1258,NA,US,US-OK,Frederick,no,KFDR,FDR,KFDR,FDR,,https://en.wikipedia.org/wiki/Frederick_Regional_Airport,Frederick Army Airfield
3044,FZBO,medium_airport,Bandundu Airport,-3.31132,17.381701,1063,AF,CD,CD-KL,Bandundu,yes,FZBO,FDU,FZBO,,,https://en.wikipedia.org/wiki/Bandundu_Airport,
19857,KFDY,medium_airport,Findlay Airport,41.0135002136,-83.6687011719,813,NA,US,US-OH,Findlay,no,KFDY,FDY,KFDY,FDY,http://www.ci.findlay.oh.us/?id=56,https://en.wikipedia.org/wiki/Findlay_Airport,
31110,VNSR,small_airport,Sanfebagar Airport,29.236629,81.215317,2280,AS,NP,NP-P7,Sanfebagar,no,VNSR,FEB,VNSR,,,https://en.wikipedia.org/wiki/Sanfebagar_Airport,
329,SDIY,medium_airport,João Durval Carneiro Airport,-12.200694,-38.906164,781,SA,BR,BR-BA,Feira de Santana,yes,,FEC,SDIY,BA0013,https://www.feiradesantana.ba.gov.br/servicos.asp?s=a&link=secom/webtv.asp&idv=31900,https://en.wikipedia.org/wiki/Feira_de_Santana_Airport,"SNJD, SBFE"
31118,UTKF,medium_airport,Fergana International Airport,40.358799,71.745003,1980,AS,UZ,UZ-FA,Fergana,yes,UZFF,FEG,UZFF,,,https://en.wikipedia.org/wiki/Fergana_International_Airport,"UTFF, UTKF"
37208,SNOU,small_airport,Feijó Airport,-8.141213,-70.340821,551,SA,BR,BR-AC,Feijó,no,SNOU,FEJ,SNOU,AC0003,,https://en.wikipedia.org/wiki/Feij%C3%B3_Airport,Novo Aeródromo de Feijó
5902,SBFN,medium_airport,Fernando de Noronha Airport,-3.854534,-32.423017,193,SA,BR,BR-PE,Fernando de Noronha,yes,SBFN,FEN,SBFN,PE0003,http://www.ilhadenoronha.com.br/ailha/aviacao_em_noronha.php,https://en.wikipedia.org/wiki/Fernando_de_Noronha_Airport,
19858,KFEP,small_airport,Albertus Airport,42.2462005615,-89.5820007324,859,NA,US,US-IL,Freeport,no,KFEP,FEP,KFEP,FEP,http://www.ci.freeport.il.us/business/albertus.htm,http://de.wikipedia.org/wiki/Albertus_Airport,
19860,KFET,small_airport,Fremont Municipal Airport,41.45024,-96.522884,1204,NA,US,US-NE,Fremont,no,KFET,FET,KFET,FET,http://www.fremontne.gov/index.aspx?nid=398,https://en.wikipedia.org/wiki/Fremont_Municipal_Airport_(Nebraska),
3103,GMFF,large_airport,Fes Saïss International Airport,33.927299,-4.97796,1900,AF,MA,MA-03,Saïss,yes,GMFF,FEZ,GMFF,,,https://en.wikipedia.org/wiki/Sa%C3%AFss_Airport,
19861,KFFA,small_airport,First Flight Airport,36.0181999207,-75.6713027954,13,NA,US,US-NC,Kill Devil Hills,no,KFFA,FFA,KFFA,FFA,,https://en.wikipedia.org/wiki/First_Flight_Airport,
2492,EGVA,medium_airport,RAF Fairford,51.683568,-1.789172,286,EU,GB,GB-ENG,"Fairford, Gloucestershire",no,EGVA,FFD,EGVA,,,https://en.wikipedia.org/wiki/RAF_Fairford,
19863,KFFL,small_airport,Fairfield Municipal Airport,41.053024,-91.980114,799,NA,US,US-IA,Fairfield,no,KFFL,FFL,KFFL,FFL,http://cityoffairfieldiowa.com/index.aspx?nid=65,https://en.wikipedia.org/wiki/Fairfield_Municipal_Airport_(Iowa),
19864,KFFM,small_airport,Fergus Falls Municipal Airport - Einar Mickelson Field,46.28440094,-96.15670013,1183,NA,US,US-MN,Fergus Falls,no,KFFM,FFM,KFFM,FFM,http://www.ci.fergus-falls.mn.us/index.asp?Type=B_BASIC&SEC=%7B6362A7EF-126F-4694-9568-23D51B3A6337%7D,https://en.wikipedia.org/wiki/Fergus_Falls_Municipal_Airport,
3528,KFFO,medium_airport,Wright-Patterson Air Force Base,39.826099,-84.048302,823,NA,US,US-OH,Dayton,no,KFFO,FFO,KFFO,FFO,http://www.wpafb.af.mil/,https://en.wikipedia.org/wiki/Wright-Patterson_Air_Force_Base,"Wilbur Wright Field, Fairfield Air Depot"
19865,KFFT,small_airport,Capital City Airport,38.181698,-84.906764,806,NA,US,US-KY,Frankfort,no,KFFT,FFT,KFFT,FFT,http://cca.ky.gov/Pages/default.aspx,https://en.wikipedia.org/wiki/Capital_City_Airport_(Kentucky),
6020,SCFT,small_airport,Futaleufú Airport,-43.189201,-71.851097,1148,SA,CL,CL-LL,Futaleufu,no,SCFT,FFU,SCFT,,,https://en.wikipedia.org/wiki/Futaleuf%C3%BA_Airfield,
31126,GQPF,small_airport,Fderik Airport,22.673551,-12.729262,961,AF,MR,MR-11,Fderik,no,GQPF,FGD,GQPF,,,https://en.wikipedia.org/wiki/Fderik_Airport,
31127,NSFI,small_airport,Fagali'i Airport,-13.849167,-171.739866,131,OC,WS,WS-TU,Apia,no,NSFI,FGI,NSFI,,,https://en.wikipedia.org/wiki/Fagali'i_Airport,
44807,NZFH,heliport,Fox Heliport,-43.4631,170,,OC,NZ,NZ-WTC,Fox,no,,FGL,NZFH,,,,FGL
4984,NTGB,medium_airport,Fangatau Airport,-15.820044,-140.888071,9,OC,PF,PF-U-A,Fangatau,yes,NTGB,FGU,NTGB,,,https://en.wikipedia.org/wiki/Fangatau_Airport,
3529,KFHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,4719,NA,US,US-AZ,Fort Huachuca / Sierra Vista,no,KFHU,FHU,KFHU,FHU,,https://en.wikipedia.org/wiki/Sierra_Vista_Municipal_Airport,"fort huachuca, sierra vista, libby"
31128,NTKH,small_airport,Fakahina Airport,-15.992259,-140.164246,3,OC,PF,PF-U-A,Fakahina,yes,NTKH,FHZ,NTKH,,,https://en.wikipedia.org/wiki/Fakahina_Airfield,
18351,K0B8,small_airport,Elizabeth Field,41.252099,-72.032218,9,NA,US,US-NY,Fishers Island,no,,FID,K0B8,0B8,https://www.dot.ny.gov/divisions/operating/opdm/aviation/repository/air_dir2/Elizabeth-revised.pdf,"https://en.wikipedia.org/wiki/Elizabeth_Field_(Suffolk_County,_New_York)",
29127,EGEF,small_airport,Fair Isle Airport,59.534721,-1.628509,223,EU,GB,GB-SCT,Fair Isle,yes,EGEF,FIE,EGEF,,http://www.fairisle.org.uk/egef/index.htm,https://en.wikipedia.org/wiki/Fair_Isle_Airport,
3147,GUFA,small_airport,Fria Airport,10.3506,-13.5692,499,AF,GN,GN-B,Fria,no,GUFA,FIG,GUFA,,,https://en.wikipedia.org/wiki/Fria_Airport,
3040,FZAA,large_airport,Ndjili International Airport,-4.38575,15.4446,1027,AF,CD,CD-KN,Kinshasa,yes,FZAA,FIH,FZAA,,,https://en.wikipedia.org/wiki/N%27djili_Airport,
31129,YFNE,small_airport,Finke Airport,-25.5946998596,134.582992554,,OC,AU,AU-NT,Finke,no,YFNE,FIK,YFNE,,,,
19888,KFOM,small_airport,Fillmore Municipal Airport,38.95830154,-112.362999,4985,NA,US,US-UT,Fillmore,no,KFOM,FIL,KFOM,FOM,,https://en.wikipedia.org/wiki/Fillmore_Municipal_Airport,
46177,AYFI,small_airport,Finschhafen Airport,-6.621750109,147.85405,60,OC,PG,PG-MPL,Buki,no,AYFI,FIN,AYFI,FIN,,https://en.wikipedia.org/wiki/Finschhafen_Airport,
26986,YFTZ,medium_airport,Fitzroy Crossing Airport,-18.183596,125.559783,368,OC,AU,AU-WA,,yes,YFTZ,FIZ,YFTZ,,https://www.sdwk.wa.gov.au/visitors/airports/fitzroy-crossing-yftz.aspx,https://en.wikipedia.org/wiki/Fitzroy_Crossing_Airport,
5237,OMFJ,large_airport,Fujairah International Airport,25.108411,56.328061,152,AS,AE,AE-FU,Fujairah,yes,OMFJ,FJR,OMFJ,,,https://en.wikipedia.org/wiki/Fujairah_International_Airport,
2270,EDSB,large_airport,Karlsruhe Baden-Baden Airport,48.7794,8.0805,408,EU,DE,DE-BW,Rheinmünster,yes,EDSB,FKB,EDSB,,http://www.baden-airpark.de/startseite.html,https://en.wikipedia.org/wiki/Baden_Airpark,Baden Airpark
3052,FZIC,large_airport,Bangoka International Airport,0.481639,25.337999,1417,AF,CD,CD-TO,Kisangani,yes,FZIC,FKI,FZIC,,,https://en.wikipedia.org/wiki/Bangoka_International_Airport,
5582,RJNF,medium_airport,Fukui Airport,36.142799,136.223999,19,AS,JP,JP-18,Fukui,no,RJNF,FKJ,RJNF,,,https://en.wikipedia.org/wiki/Fukui_Airport,
19872,KFKL,medium_airport,Venango Regional Airport,41.3778991699,-79.8603973389,1540,NA,US,US-PA,Franklin,no,KFKL,FKL,KFKL,FKL,,https://en.wikipedia.org/wiki/Venango_Regional_Airport,
19873,KFKN,small_airport,Franklin Regional Airport,36.698101,-76.903801,41,NA,US,US-VA,Franklin,no,KFKN,FKN,KFKN,FKN,http://www.franklinva.com/index.php?option=com_content&view=article&id=30&Itemid=168,https://en.wikipedia.org/wiki/Franklin_Municipal%E2%80%93John_Beverly_Rose_Airport,Franklin Municipal-John Beverly Rose
26791,WASF,medium_airport,Fakfak Airport,-2.920508,132.267011,462,AS,ID,ID-PB,Fakfak,yes,WASF,FKQ,WASF,,,https://en.wikipedia.org/wiki/Fakfak_Airport,"Iboru, Torea, Fak Fak"
5608,RJSF,medium_airport,Fukushima Airport,37.2274017333984,140.430999755859,1221,AS,JP,JP-07,Sukagawa,yes,RJSF,FKS,RJSF,,http://www.fks-ab.co.jp/,https://en.wikipedia.org/wiki/Fukushima_Airport,福島空港
6118,SKFL,medium_airport,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,803,SA,CO,CO-CAQ,Florencia,yes,SKFL,FLA,SKFL,FLA,,https://en.wikipedia.org/wiki/Gustavo_Artunduaga_Paredes_Airport,
378,SNQG,small_airport,Cangapara Airport,-6.84639,-43.077301,689,SA,BR,BR-PI,Floriano,no,SNQG,FLB,SNQG,SNQG,,https://pt.wikipedia.org/wiki/Aeroporto_de_Floriano,
19876,KFLD,small_airport,Fond du Lac County Airport,43.7711982727,-88.4884033203,808,NA,US,US-WI,Fond du Lac,no,KFLD,FLD,KFLD,FLD,http://www.fdlco.wi.gov/departments/departments-a-e/airport,https://en.wikipedia.org/wiki/Fond_du_Lac_County_Airport,
2293,EDXF,small_airport,Flensburg-Schäferhaus Airport,54.773335,9.378889,131,EU,DE,DE-SH,Flensburg,no,EDXF,FLF,EDXF,,,https://en.wikipedia.org/wiki/Flensburg-Sch%C3%A4ferhaus_Airport,
3530,KFLG,medium_airport,Flagstaff Pulliam Airport,35.139757,-111.669826,7014,NA,US,US-AZ,Flagstaff,yes,KFLG,FLG,KFLG,FLG,,https://en.wikipedia.org/wiki/Flagstaff_Pulliam_Airport,
31147,GB-FLH,small_airport,Flotta Isle Airstrip,58.825802,-3.14278,50,EU,GB,GB-SCT,Flotta Isle,no,,FLH,,,,https://en.wikipedia.org/wiki/Flotta_Isle_Airport,EGZR
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,NA,US,US-FL,Fort Lauderdale,yes,KFLL,FLL,KFLL,FLL,http://www.broward.org/airport,https://en.wikipedia.org/wiki/Fort_Lauderdale–Hollywood_International_Airport,"MFW, South Florida"
31157,SGFI,small_airport,Aeródromo de Filadelfia,-22.354611,-60.053211,423,SA,PY,PY-19,Filadelfia,no,SGFI,FLM,SGFI,,,https://en.wikipedia.org/wiki/Filadelfia_Airport,
5901,SBFL,large_airport,Hercílio Luz International Airport,-27.670279,-48.552502,16,SA,BR,BR-SC,Florianópolis,yes,SBFL,FLN,SBFL,SC0001,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228,https://en.wikipedia.org/wiki/Herc%C3%ADlio_Luz_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228
3532,KFLO,medium_airport,Florence Regional Airport,34.1853981018066,-79.7238998413086,146,NA,US,US-SC,Florence,yes,KFLO,FLO,KFLO,FLO,,https://en.wikipedia.org/wiki/Florence_Regional_Airport,
19877,KFLP,small_airport,Marion County Regional Airport,36.29090118,-92.59030151,719,NA,US,US-AR,Flippin,no,KFLP,FLP,KFLP,FLP,http://www.marioncountyairport.com/default.htm,https://en.wikipedia.org/wiki/Marion_County_Regional_Airport,
4380,LIRQ,large_airport,"Florence Airport, Peretola",43.808558,11.202822,142,EU,IT,IT-52,Firenze (FI),yes,LIRQ,FLR,LIRQ,FI04,http://www.aeroporto.firenze.it/,https://en.wikipedia.org/wiki/Florence_Airport,"Firenze, Amerigo Vespucci Airport, Aeroporto di Firenze-Peretola"
27563,YFLI,small_airport,Flinders Island Airport,-40.091702,147.992996,10,OC,AU,AU-TAS,Whitemark,yes,YFLI,FLS,YFLI,,http://www.flinders.tas.gov.au/flinders-island-airport,https://en.wikipedia.org/wiki/Flinders_Island_Airport,
17467,FLT,small_airport,Flat Airport,62.4525985718,-157.988998413,309,NA,US,US-AK,Flat,no,,FLT,FLT,FLT,,,
3533,KFLV,small_airport,Sherman Army Air Field,39.3683013916,-94.9147033691,772,NA,US,US-KS,Fort Leavenworth,no,KFLV,FLV,KFLV,FLV,http://www.lvks.org/department/division.php?structureid=141,https://en.wikipedia.org/wiki/Sherman_Army_Airfield,
4447,LPFL,medium_airport,Flores Airport,39.4552993774414,-31.1313991546631,112,EU,PT,PT-20,Santa Cruz das Flores,yes,LPFL,FLW,LPFL,,,https://en.wikipedia.org/wiki/Flores_Airport,
19878,KFLX,small_airport,Fallon Municipal Airport,39.4990997314,-118.749000549,3963,NA,US,US-NV,Fallon,no,KFLX,FLX,KFLX,FLX,,https://en.wikipedia.org/wiki/Fallon_Municipal_Airport,
27562,YFIL,small_airport,Finley Airport,-35.658918,145.561214,380,OC,AU,AU-NSW,,no,YFIL,FLY,YFIL,,,https://en.wikipedia.org/wiki/Finley_Airport,
26841,WIMS,medium_airport,Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145,33,AS,ID,ID-SU,Sibolga (Pinangsori),yes,WIMS,FLZ,WIMS,,,https://en.wikipedia.org/wiki/Ferdinand_Lumban_Tobing_Airport,Pinangsori Airport
5805,SARF,medium_airport,Formosa National Airport,-26.2127,-58.2281,193,SA,AR,AR-P,Formosa,yes,SARF,FMA,SARF,FSA,,https://en.wikipedia.org/wiki/Formosa_International_Airport,Aeropuerto Nacional de Formosa
3534,KFME,medium_airport,Fort Meade Executive Airport,39.0854,-76.759399,150,NA,US,US-MD,Fort Meade(Odenton),no,KFME,FME,KFME,FME,http://tiptonairport.org/,https://en.wikipedia.org/wiki/Tipton_Airport,"Fort George G. Meade Army Airfield, Tipton Airport"
41946,MRFL,small_airport,Flamingo Airport,10.4186000823975,-85.7826995849609,270,NA,CR,CR-G,Brasilito,no,,FMG,MRFL,,,,
19879,KFMH,small_airport,Cape Cod Coast Guard Air Station,41.657899,-70.52163,131,NA,US,US-MA,Falmouth,no,KFMH,FMH,KFMH,FMH,http://www.uscg.mil/d1/airstacapecod/,https://en.wikipedia.org/wiki/Coast_Guard_Air_Station_Cape_Cod,"Otis Airforce Base, Otis Air National Guard Base"
3061,FZRF,medium_airport,Kalemie Airport,-5.87556,29.25,2569,AF,CD,CD-TA,Kalemie,yes,FZRF,FMI,FZRF,,,https://en.wikipedia.org/wiki/Kalemie_Airport,
2237,EDJA,large_airport,Memmingen Allgau Airport,47.988092,10.238248,2077,EU,DE,DE-BY,Memmingen,yes,EDJA,FMM,EDJA,,,https://en.wikipedia.org/wiki/Memmingen_Airport,
19881,KFMN,medium_airport,Four Corners Regional Airport,36.741199,-108.230003,5506,NA,US,US-NM,Farmington,no,KFMN,FMN,KFMN,FMN,,https://en.wikipedia.org/wiki/Four_Corners_Regional_Airport,
2213,EDDG,large_airport,Münster Osnabrück Airport,52.133816,7.688482,160,EU,DE,DE-NW,Greven,yes,EDDG,FMO,EDDG,,https://www.fmo.de/,https://en.wikipedia.org/wiki/M%C3%BCnster_Osnabr%C3%BCck_International_Airport,
19902,KFSW,small_airport,Fort Madison Municipal Airport,40.659113,-91.327763,724,NA,US,US-IA,Fort Madison,no,KFSW,FMS,KFSW,FSW,,,K27
509454,MV-0012,small_airport,Faresmaathoda Airport,0.192647,73.196755,,AS,MV,MV-28,Faresmaathodaa,yes,,FMT,VRQF,,,,
19010,K6S2,small_airport,Florence Municipal Airport,43.98279953,-124.111000061,51,NA,US,US-OR,Florence,no,,FMU,,6S2,http://www.ci.florence.or.us/airport,https://en.wikipedia.org/wiki/Florence_Municipal_Airport,
19882,KFMY,medium_airport,Page Field,26.58659935,-81.8632965088,17,NA,US,US-FL,Fort Myers,no,KFMY,FMY,KFMY,FMY,http://www.flylcpa.com/aboutfmy,https://en.wikipedia.org/wiki/Page_Field,
3095,GFLL,large_airport,Lungi International Airport,8.61644,-13.1955,84,AF,SL,SL-N,Freetown (Lungi-Town),yes,GFLL,FNA,GFLL,,http://www.freetownairport.com/,https://en.wikipedia.org/wiki/Lungi_International_Airport,
2743,EDBN,medium_airport,Neubrandenburg Trollenhagen Airport,53.6022,13.306,228,EU,DE,DE-MV,Trollenhagen,no,EDBN,FNB,EDBN,,http://www.flughafen-neubrandenburg.de/,https://en.wikipedia.org/wiki/Neubrandenburg_Airport,ETNU
4452,LPMA,large_airport,Cristiano Ronaldo International Airport,32.697812,-16.774613,192,EU,PT,PT-30,Funchal,yes,LPMA,FNC,LPMA,,http://www.aeroportomadeira.pt,https://en.wikipedia.org/wiki/Madeira_Airport,"Madeira, Funchal"
336106,FND,small_airport,Funadhoo Airport,6.162443,73.28752,,AS,MV,MV-24,Funadhoo,yes,,FND,,FND,,https://en.wikipedia.org/wiki/Funadhoo_Airport,
307150,AYFA,small_airport,Fane Airport,-8.54927777778,147.085833333,4500,OC,PG,PG-CPM,Fane Mission,no,AYFA,FNE,AYFA,FANE,,https://en.wikipedia.org/wiki/Fane_Airport,
31193,DFEF,small_airport,Fada N'gourma Airport,12.033,0.35,1011,AF,BF,BF-GOU,Fada N'gourma,no,DFEF,FNG,DFEF,,,https://en.wikipedia.org/wiki/Fada_N%27gourma_Airport,
31195,HAFN,small_airport,Fincha Airport,9.584387,37.377855,7600,AF,ET,ET-OR,Fincha,no,HAFN,FNH,HAFN,,,https://en.wikipedia.org/wiki/Fincha_Airport,
4242,LFTW,medium_airport,Nîmes-Arles-Camargue Airport,43.757401,4.41635,309,EU,FR,FR-OCC,Nîmes/Garons,yes,LFTW,FNI,LFTW,,https://www.nimes.aeroport.fr/en,https://en.wikipedia.org/wiki/N%C3%AEmes-Arles-Camargue_Airport,
27203,ZKPY,large_airport,Pyongyang Sunan International Airport,39.224098,125.669998,117,AS,KP,KP-01,Pyongyang,yes,ZKPY,FNJ,ZKPY,,,https://en.wikipedia.org/wiki/Pyongyang_Sunan_International_Airport,"North Korea, no commercial flights."
19885,KFNL,medium_airport,Northern Colorado Regional Airport,40.44969,-105.011272,5016,NA,US,US-CO,Loveland,no,KFNL,FNL,KFNL,FNL,http://www.flynoco.com/,https://en.wikipedia.org/wiki/Northern_Colorado_Regional_Airport,Fort Collins Loveland Municipal
